word,phonetic,definition_zh,definition_en,example,tags,audio_file
burger,/ˈbɜː(ɹ)ɡə(ɹ)/,,A hamburger.,,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/burger.mp3
bus,/bʌs/,,A motor vehicle for transporting large numbers of people along roads.,,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/bus.mp3
business,/ˈbɪd.nəs/,,A specific commercial enterprise or establishment.,I was left my father's business.,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/business.mp3
busy,/ˈbɪzi/,,A police officer.,,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/busy.mp3
but,/bʊt/,,"An instance or example of using the word ""but"".",It has to be done – no ifs or buts.,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/but.mp3
butterfly,[ˈbʌtəflaɪ],,"A flying insect of the order Lepidoptera, distinguished from moths by their diurnal activity and generally brighter colouring.",,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/butterfly.mp3
button,/ˈbʌtn̩/,,"One who adjusts, especially for the insurance industry's employment title ""loss adjuster"" (or ""claims adjuster"" in the United States).",,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/button.mp3
buy,/baɪ/,,Something which is bought; a purchase.,"At only $30, the second-hand kitchen table was a great buy.",cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/buy.mp3
by,/baɪ/,,"A flying insect, of the clade Anthophila within the hymenopteran superfamily Apoidea, known for its organised societies (though only a minority have them), for collecting pollen and (in some species) producing wax and honey.",,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/by.mp3
bye,/baɪ/,,"The position of a person or team in a tournament or competition who draws no opponent in a particular round so advances to the next round unopposed, or is awarded points for a win in a league table; also the phantom opponent of such a person or team.",Craig's Crew plays the bye next week.,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/bye.mp3
cake,/keɪk/,,"A rich, sweet dessert food, typically made of flour, sugar and eggs and baked in an oven, and often covered in icing.",,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/cake.mp3
call,/kɔl/,,A telephone conversation.,I received several calls today.,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/call.mp3
camera,/ˈkæməɹə/,,A device for taking still or moving pictures or photographs.,,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/camera.mp3
camp,[kʰɛəmp],,An outdoor place acting as temporary accommodation in tents or other temporary structures.,,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/camp.mp3
can,/ˈkæn/,,"(auxiliary verb, defective) To know how to; to be able to.","She can speak English, French, and German. I can play football. Can you remember your fifth birthday?",cefr-j;a1;starter;cefr:a1;pos:verb,resource-packs/cefr-j-a1-starter-2026-06-18/audio/can.mp3
candy,/ˈkændi/,,"Edible, sweet-tasting confectionery containing sugar, or sometimes artificial sweeteners, and often flavored with fruit, chocolate, nuts, herbs and spices, or artificial flavors.",,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/candy.mp3
cap,/kæp/,,"A close-fitting hat, either brimless or peaked.",The children were all wearing caps to protect them from the sun.,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/cap.mp3
car,/kɑɹ/,,"A wheeled vehicle that moves independently, with at least three wheels, powered mechanically, steered by a driver and mostly for personal transportation.",She drove her car to the mall.,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/car.mp3
card,/kɑɹd/,,A playing card.,,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/card.mp3
care,/ke(ə)ɹ/,,"Grief, sorrow.",,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/care.mp3
careful,/ˈkɛ(ə)ɹfəl/,,"Taking care; attentive to potential danger, error or harm; cautious.",He was a slow and careful driver.,cefr-j;a1;starter;cefr:a1;pos:adjective,resource-packs/cefr-j-a1-starter-2026-06-18/audio/careful.mp3
carefully,/ˈkɛɹfli/,,Sorrowfully.,,cefr-j;a1;starter;cefr:a1;pos:adverb,resource-packs/cefr-j-a1-starter-2026-06-18/audio/carefully.mp3
carry,/ˈkæ.ɹi/,,A manner of transporting or lifting something; the grip or position in which something is carried.,Adjust your carry from time to time so that you don't tire too quickly.,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/carry.mp3
cartoon,/kɑɹˈtuːn/,,"A humorous drawing, often with a caption, or a strip of such drawings.",,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/cartoon.mp3
case,/keɪs/,,"An actual event, situation, or fact.","For a change, in this case, he was telling the truth.",cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/case.mp3
cat,/kæt/,,An animal of the family Felidae:,,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/cat.mp3
catch,/kæt͡ʃ/,,The act of seizing or capturing.,The catch of the perpetrator was the product of a year of police work.,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/catch.mp3
celebrate,/ˈsɛl.ə.bɹeɪt/,,To extol or honour in a solemn manner.,to celebrate the name of the Most High,cefr-j;a1;starter;cefr:a1;pos:verb,resource-packs/cefr-j-a1-starter-2026-06-18/audio/celebrate.mp3
celebration,/ˌsɛlɪˈbɹeiʃən/,,"The formal performance of a solemn rite, such as Christian sacrament.",,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/celebration.mp3
chair,/t͡ʃɛəɹ/,,"An item of furniture used to sit on or in, comprising a seat, legs, back, and sometimes arm rests, for use by one person. Compare stool, couch, sofa, settee, loveseat and bench.","All I need to weather a snowstorm is hot coffee, a warm fire, a good book and a comfortable chair.",cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/chair.mp3
change,/tʃeɪndʒ/,,The process of becoming different.,The product is undergoing a change in order to improve it.,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/change.mp3
character,/ˈkæɹəktɚ/,,A being involved in the action of a story.,,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/character.mp3
check,/t͡ʃɛk/,,A situation in which the king is directly threatened by an opposing piece.,,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/check.mp3
cheese,/t͡ʃiz/,,A dairy product made from curdled or cultured milk.,,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/cheese.mp3
chicken,/ˈt͡ʃɪkɪn/,,"A domestic fowl, Gallus gallus, especially when young.",,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/chicken.mp3
child,/t͡ʃaɪld/,,"A person who has not yet reached adulthood, whether natural (puberty), cultural (initiation), or legal (majority)",Go easy on him: he is but a child.,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/child.mp3
chocolate,/ˈt͡ʃɔk(ə)lɪt/,,A food made from ground roasted cocoa beans.,Chocolate is a very popular treat.,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/chocolate.mp3
choose,/t͡ʃuːz/,,To pick; to make the choice of; to select.,I chose a nice ripe apple from the fruit bowl.,cefr-j;a1;starter;cefr:a1;pos:verb,resource-packs/cefr-j-a1-starter-2026-06-18/audio/choose.mp3
church,/t͡ʃɝt͡ʃ/,,A Christian house of worship; a building where Christian religious services take place.,There is a lovely little church in the valley.,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/church.mp3
cinema,/ˈsɪn.ə.mə/,,"A movie theatre, a movie house",The cinema is right across the street from the restaurant.,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/cinema.mp3
circle,[ˈsɝ.kəɫ],,"A two-dimensional geometric figure, a line, consisting of the set of all those points in a plane that are equally distant from a given point (center).","The set of all points (x, y) such that (x − 1)2 + y2 = r2 is a circle of radius r around the point (1, 0).",cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/circle.mp3
city,/sɪtɪ/,,"A large settlement, bigger than a town; sometimes with a specific legal definition, depending on the place.",São Paulo is the largest city in South America.,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/city.mp3
class,/kleəs/,,"A group, collection, category or set sharing characteristics or attributes.",Often used to imply membership of a large class.,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/class.mp3
classmate,/ˈklɑːs.meɪt/,,A student who is in the same class at school.,"Danny and I have been classmates for five years, but I've never spoken to him outside of lessons.",cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/classmate.wav
classroom,/ˈklɑːsɹʊm/,,"A room, often in a school, where classes take place",,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/classroom.mp3
clean,/klin/,,Removal of dirt.,This place needs a clean.,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/clean.mp3
clever,/ˈklɛvɚ/,,Nimble with hands or body; skillful; adept.,,cefr-j;a1;starter;cefr:a1;pos:adjective,resource-packs/cefr-j-a1-starter-2026-06-18/audio/clever.mp3
climb,/klaɪm/,,An act of climbing.,,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/climb.mp3
clock,/klɑk/,,An instrument used to measure or keep track of time; a non-portable timepiece.,,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/clock.mp3
close,/kloʊz/,,An end or conclusion.,We owe them our thanks for bringing the project to a successful close.,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/close.mp3
closed,/kloʊzd/,,(physical) To remove a gap.,,cefr-j;a1;starter;cefr:a1;pos:verb,resource-packs/cefr-j-a1-starter-2026-06-18/audio/closed.mp3
cloth,/klɔθ/,,"A woven fabric such as used in dressing, decorating, cleaning or other practical use.",,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/cloth.mp3
clothes,/kloʊ(ð)z/,,"A woven fabric such as used in dressing, decorating, cleaning or other practical use.",,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/clothes.mp3
cloud,/klaʊd/,,A rock; boulder; a hill.,,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/cloud.mp3
cloudy,/ˈkɫaʊdi/,,Covered with or characterised by clouds; overcast.,,cefr-j;a1;starter;cefr:a1;pos:adjective,resource-packs/cefr-j-a1-starter-2026-06-18/audio/cloudy.mp3
club,/klʌb/,,"An association of members joining together for some common purpose, especially sports or recreation.",,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/club.mp3
coach,/koʊtʃ/,,"A wheeled vehicle, generally drawn by horse power.",,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/coach.mp3
coat,/koʊt/,,An outer garment covering the upper torso and arms.Wp,,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/coat.mp3
code,/kəʊd/,,"A short symbol, often with little relation to the item it represents.",This flavour of soup has been assigned the code WRT-9.,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/code.mp3
coffee,/ˈkɔ.fi/,,A beverage made by infusing the beans of the coffee plant in hot water.,,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/coffee.mp3
coke,/kəʊk/,,Solid residue from roasting coal in a coke oven; used principally as a fuel and in the production of steel and formerly as a domestic fuel.,"The plant should produce approximately 550,000 tons of screened blast furnace coke per year.",cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/coke.mp3
cold,/koʊld/,,(of a thing) Having a low temperature.,A cold wind whistled through the trees.,cefr-j;a1;starter;cefr:a1;pos:adjective,resource-packs/cefr-j-a1-starter-2026-06-18/audio/cold.mp3
collect,/kəˈlɛkt/,,To gather together; amass.,Suzanne collected all the papers she had laid out.,cefr-j;a1;starter;cefr:a1;pos:verb,resource-packs/cefr-j-a1-starter-2026-06-18/audio/collect.mp3
collection,/kəˈlɛkʃən/,,A set of items or amount of material procured or gathered together.,"The asteroid belt consists of a collection of dust, rubble, and minor planets.",cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/collection.mp3
college,/ˈkɑlɪd͡ʒ/,,A corporate group; a group of colleagues.,,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/college.mp3
come,/kʌm/,,"Coming, arrival; approach.",,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/come.mp3
computer,/kəmˈpjutɚ/,,A person employed to perform computations; one who computes.,,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/computer.mp3
concert,/ˈkɒnsət/,,Agreement in a design or plan; union formed by mutual communication of opinions and views; accordance in a scheme; harmony; simultaneous action.,,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/concert.mp3
contest,/ˈkɑn.tɛst/,,Controversy; debate.,no contest,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/contest.mp3
conversation,/ˌkɑn.vəɹˈseɪ.ʃən/,,"Expression and exchange of individual ideas through talking with other people; also, a set instance or occasion of such talking.",I had an interesting conversation with Nicolas yesterday about how much he's getting paid.,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/conversation.ogg
cook,/kuːk/,,A person who prepares food.,"I'm a terrible cook, so I eat a lot of frozen dinners.",cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/cook.mp3
cookie,/ˈkuːki/,,"A small, flat, baked good which is either crisp or soft but firm.",,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/cookie.mp3
cool,/kuːl/,,A moderate or refreshing state of cold; moderate temperature of the air between hot and cold; coolness.,in the cool of the morning,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/cool.mp3
cop,/kɒp/,,A spider.,,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/cop.mp3
copy,/ˈkɑpi/,,The result of copying; an identical duplicate of an original.,Please bring me the copies of those reports.,cefr-j;a1;starter;cefr:a1;pos:noun,resource-packs/cefr-j-a1-starter-2026-06-18/audio/copy.mp3
